"V1","V2","V3","V4","V5","V6"
0,0.0810630142591771,0,0.0201351323542238,0,0
0,0.0810630142591771,0,0.0201351323542238,0,0
0,0.0810630142591771,0,0.0201351323542238,0,0
0,0.0174905021081414,0,0.0211811204897369,0.0688765872231117,0
0,0.0174905021081414,0,0.0211811204897369,0.0688765872231117,0
0,0.0174905021081414,0,0.0211811204897369,0.0688765872231117,0
0,0.0110390906808348,0.010266627144311,0,0.00530903415857214,0
0,0.0110390906808348,0.010266627144311,0,0.00530903415857214,0
0,0.0110390906808348,0.010266627144311,0,0.00530903415857214,0
0,0.162427207924244,0,0.163502133729831,0,0
0,0.162427207924244,0,0.163502133729831,0,0
0,0.162427207924244,0,0.163502133729831,0,0
0,0,0.0180684820977682,0,0,0
0,0,0.0180684820977682,0,0,0
0,0,0.0180684820977682,0,0,0
0,0,0,0.0167686903433043,0.0863326211864674,0
0,0,0,0.0167686903433043,0.0863326211864674,0
0,0,0,0.0167686903433043,0.0863326211864674,0
0.00295050330310179,0.0533501979194557,0,0,0,0
0.00295050330310179,0.0533501979194557,0,0,0,0
0.00295050330310179,0.0533501979194557,0,0,0,0
0.00820600616834321,0.0129380368823557,0.000273512732338105,0.0815524964349685,0,0.0511765540472374
0.00820600616834321,0.0129380368823557,0.000273512732338105,0.0815524964349685,0,0.0511765540472374
0.00820600616834321,0.0129380368823557,0.000273512732338105,0.0815524964349685,0,0.0511765540472374
0,0,0,0,0.181851802839952,0
0,0,0,0,0.181851802839952,0
0,0,0,0,0.181851802839952,0
0,0,0,0,0.165467161309743,0.0049452642449436
0,0,0,0,0.165467161309743,0.0049452642449436
0,0,0,0,0.165467161309743,0.0049452642449436
