"Tetra.action","Colp.action","Dexio.action","Loxo.action","Para.action","Spiro.action"
0,0.000151024387607563,0.000151024387607563,0,0,0
0,0.0185542604328007,0.0185542604328007,0,0,0
0,0.00191732957060347,0.00191732957060347,0,0,0
0,0.00353261398503168,0,0.00353261398503168,0,0
0,0.00786105558066576,0,0.00786105558066576,0,0
0,0.0126104349569592,0,0.0126104349569592,0,0
0,0.000151024387607563,0,0,0.000151024387607563,0
0,0.0185542604328007,0,0,0.0185542604328007,0
0,0.00191732957060347,0,0,0.00191732957060347,0
0,0.00353261398503168,0,0,0,0.00353261398503168
0,0.00786105558066576,0,0,0,0.00786105558066576
0,0.0126104349569592,0,0,0,0.0126104349569592
0,0,0.000151024387607563,0,0,0
0,0,0.0185542604328007,0,0,0
0,0,0.00191732957060347,0,0,0
0,0,0.00353261398503168,0,0.00353261398503168,0
0,0,0.00786105558066576,0,0.00786105558066576,0
0,0,0.0126104349569592,0,0.0126104349569592,0
0,0,0.000151024387607563,0,0,0.000151024387607563
0,0,0.0185542604328007,0,0,0.0185542604328007
0,0,0.00191732957060347,0,0,0.00191732957060347
0,0,0,0,0.00353261398503168,0.00353261398503168
0,0,0,0,0.00786105558066576,0.00786105558066576
0,0,0,0,0.0126104349569592,0.0126104349569592
0.000151024387607563,0,0,0,0,0
0.0185542604328007,0,0,0,0,0
0.00191732957060347,0,0,0,0,0
0.00353261398503168,0.00353261398503168,0,0,0,0
0.00786105558066576,0.00786105558066576,0,0,0,0
0.0126104349569592,0.0126104349569592,0,0,0,0
