"V1","V2","V3","V4","V5","V6"
0,0.0138413668213801,0.0118688528271922,0,0,0
0,0.0138413668213801,0.0118688528271922,0,0,0
0,0.0138413668213801,0.0118688528271922,0,0,0
0,0.051040313535994,0,0.0618604395347594,0,0
0,0.051040313535994,0,0.0618604395347594,0,0
0,0.051040313535994,0,0.0618604395347594,0,0
0,0.0461281503457494,0,0,0,0.0380227831121166
0,0.0461281503457494,0,0,0,0.0380227831121166
0,0.0461281503457494,0,0,0,0.0380227831121166
0,0,0.00893854670841771,0.136383485807215,0,0
0,0,0.00893854670841771,0.136383485807215,0,0
0,0,0.00893854670841771,0.136383485807215,0,0
0,0,0.00970503800357552,0,0.027010451741529,0
0,0,0.00970503800357552,0,0.027010451741529,0
0,0,0.00970503800357552,0,0.027010451741529,0
0,0,0,0.0179902662960144,0.0673359952057574,0
0,0,0,0.0179902662960144,0.0673359952057574,0
0,0,0,0.0179902662960144,0.0673359952057574,0
0,0,0,0,0.00871071179680617,0.0336659869213616
0,0,0,0,0.00871071179680617,0.0336659869213616
0,0,0,0,0.00871071179680617,0.0336659869213616
0,0,0,0,0,0.0826693625890695
0,0,0,0,0,0.0826693625890695
0,0,0,0,0,0.0826693625890695
0.00226043865433985,0,0,0,0,0
0.00226043865433985,0,0,0,0,0
0.00226043865433985,0,0,0,0,0
8.02613413546371e-05,0,0,0,0.0100659440371554,0
8.02613413546371e-05,0,0,0,0.0100659440371554,0
8.02613413546371e-05,0,0,0,0.0100659440371554,0
