"Tetra.action","Colp.action","Dexio.action","Loxo.action","Para.action","Spiro.action"
0,0.00092900089545315,0.00092900089545315,0.00092900089545315,0.00092900089545315,0.00092900089545315
0,0.00663554794525402,0.00663554794525402,0.00663554794525402,0.00663554794525402,0.00663554794525402
0,0.0018922190444564,0.0018922190444564,0.0018922190444564,0.0018922190444564,0.0018922190444564
0,0,0.00733724939454194,0,0,0
0,0,0.0154703578823032,0,0,0
0,0,0.0221684416642723,0,0,0
0,0,0,0.00092900089545315,0,0
0,0,0,0.00663554794525402,0,0
0,0,0,0.0018922190444564,0,0
0,0,0,0,0.00733724939454194,0
0,0,0,0,0.0154703578823032,0
0,0,0,0,0.0221684416642723,0
0,0,0,0,0,0.00092900089545315
0,0,0,0,0,0.00663554794525402
0,0,0,0,0,0.0018922190444564
0.00733724939454194,0,0,0,0,0
0.0154703578823032,0,0,0,0,0
0.0221684416642723,0,0,0,0,0
0.00092900089545315,0.00092900089545315,0.00092900089545315,0.00092900089545315,0,0.00092900089545315
0.00663554794525402,0.00663554794525402,0.00663554794525402,0.00663554794525402,0,0.00663554794525402
0.0018922190444564,0.0018922190444564,0.0018922190444564,0.0018922190444564,0,0.0018922190444564
0.00733724939454194,0.00733724939454194,0.00733724939454194,0,0.00733724939454194,0.00733724939454194
0.0154703578823032,0.0154703578823032,0.0154703578823032,0,0.0154703578823032,0.0154703578823032
0.0221684416642723,0.0221684416642723,0.0221684416642723,0,0.0221684416642723,0.0221684416642723
0.00092900089545315,0.00092900089545315,0,0.00092900089545315,0.00092900089545315,0.00092900089545315
0.00663554794525402,0.00663554794525402,0,0.00663554794525402,0.00663554794525402,0.00663554794525402
0.0018922190444564,0.0018922190444564,0,0.0018922190444564,0.0018922190444564,0.0018922190444564
0.00733724939454194,0,0.00733724939454194,0.00733724939454194,0.00733724939454194,0.00733724939454194
0.0154703578823032,0,0.0154703578823032,0.0154703578823032,0.0154703578823032,0.0154703578823032
0.0221684416642723,0,0.0221684416642723,0.0221684416642723,0.0221684416642723,0.0221684416642723
