"Tetra.outcome","Colp.outcome","Dexio.outcome","Loxo.outcome","Para.outcome","Spiro.outcome"
0,0.0257672931361725,0.00396732921243371,0,0,0
0,0.0257672931361725,0.00396732921243371,0,0,0
0,0.0257672931361725,0.00396732921243371,0,0,0
0,0.00977801358849105,0.00022098982438696,0.0165816274435977,0.00977801358849105,0
0,0.00977801358849105,0.00022098982438696,0.00022098982438696,0.00977801358849105,0
0,0.00977801358849105,0.00022098982438696,0.00396732921243371,0.00977801358849105,0
0,0.0165816274435977,0.00022098982438696,0.00977801358849105,0.104160698921024,0.00977801358849105
0,0.00396732921243371,0.00022098982438696,0.00977801358849105,0.104160698921024,0.00977801358849105
0,0.0165816274435977,0.00022098982438696,0.00977801358849105,0.104160698921024,0.00977801358849105
0,0.0257672931361725,0.00114981541934882,0.0165816274435977,0,0
0,0.0413870722351284,0.00396732921243371,0.0165816274435977,0,0
0,0.0165816274435977,0.00022098982438696,0.0165816274435977,0,0
0,0.0165816274435977,0,0.0165816274435977,0.104160698921024,0.0413870722351284
0,0.0165816274435977,0,0.0165816274435977,0.104160698921024,0.0413870722351284
0,0.0165816274435977,0,0.0165816274435977,0.104160698921024,0.0413870722351284
0,0.0165816274435977,0,0,0.0165816274435977,0
0,0.00114981541934882,0,0,0.0257672931361725,0
0,0.0413870722351284,0,0,0.0413870722351284,0
0,0.00977801358849105,0.00114981541934882,0,0.0165816274435977,0
0,0.00396732921243371,0.00396732921243371,0,0.0165816274435977,0
0,0.0165816274435977,0.00114981541934882,0,0.0165816274435977,0
0,0.104160698921024,0,0,0,0.00977801358849105
0,0.104160698921024,0,0,0,0.104160698921024
0,0.104160698921024,0,0,0,0.0413870722351284
0.00022098982438696,0.0165816274435977,0,0.0413870722351284,0,0
0.00114981541934882,0.00396732921243371,0,0.0413870722351284,0,0
0.00396732921243371,0.0413870722351284,0,0.0413870722351284,0,0
0,0,0.00977801358849105,0,0,0
0,0,0.00977801358849105,0,0,0
0,0,0.00977801358849105,0,0,0
0,0,0.00977801358849105,0,0.0165816274435977,0
0,0,0.00022098982438696,0,0.0165816274435977,0
0,0,0.00022098982438696,0,0.0165816274435977,0
0,0,0.00022098982438696,0,0,0.104160698921024
0,0,0.00022098982438696,0,0,0.104160698921024
0,0,0.00022098982438696,0,0,0.104160698921024
0,0,0,0.104160698921024,0,0
0,0,0,0.104160698921024,0,0
0,0,0,0.104160698921024,0,0
0,0,0,0.00114981541934882,0.00396732921243371,0
0,0,0,0,0.0413870722351284,0
0,0,0,0.00396732921243371,0.0257672931361725,0
0,0,0,0.0413870722351284,0,0.104160698921024
0,0,0,0.0413870722351284,0,0.104160698921024
0,0,0,0.0413870722351284,0,0.104160698921024
0,0,0,0,0.00977801358849105,0
0,0,0,0,0.00977801358849105,0
0,0,0,0,0.0413870722351284,0
0,0,0,0,0.00977801358849105,0.0165816274435977
0,0,0,0,0.00977801358849105,0.0165816274435977
0,0,0,0,0.00396732921243371,0.0165816274435977
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0.104160698921024
0,0.0257672931361725,0,0,0.00977801358849105,0.104160698921024
0,0.00396732921243371,0,0,0.00396732921243371,0.00396732921243371
0,0.00396732921243371,0,0,0.00396732921243371,0.0257672931361725
0,0,0.00022098982438696,0.0257672931361725,0,0.0165816274435977
0,0,0.00022098982438696,0.0257672931361725,0,0.0413870722351284
0,0,0.00022098982438696,0.0257672931361725,0,0.104160698921024
0,0,0,0.0165816274435977,0.104160698921024,0.0257672931361725
0,0,0,0.0413870722351284,0.104160698921024,0.0165816274435977
0,0,0,0.0257672931361725,0.104160698921024,0.104160698921024
0.00396732921243371,0.0257672931361725,0,0,0,0
0.00022098982438696,0.0413870722351284,0,0,0,0
0.00114981541934882,0.104160698921024,0,0,0,0
0.00114981541934882,0.104160698921024,0.00022098982438696,0.0257672931361725,0,0
0.00114981541934882,0.0165816274435977,0.00114981541934882,0.00396732921243371,0,0
0.00114981541934882,0.0257672931361725,0.00022098982438696,0.0413870722351284,0,0
0.00114981541934882,0.00022098982438696,0,0.00396732921243371,0.00977801358849105,0
0.00114981541934882,0.104160698921024,0.00114981541934882,0.00977801358849105,0.00977801358849105,0
0.00114981541934882,0.00022098982438696,0,0.00396732921243371,0.00977801358849105,0
0.00114981541934882,0.0413870722351284,0.00022098982438696,0.00977801358849105,0.0257672931361725,0.0257672931361725
0.00396732921243371,0.0413870722351284,0.00022098982438696,0.00977801358849105,0.104160698921024,0.0413870722351284
0.00396732921243371,0.0413870722351284,0.00022098982438696,0.00977801358849105,0.104160698921024,0.0413870722351284
0.00396732921243371,0.0413870722351284,0.00114981541934882,0.0165816274435977,0,0.104160698921024
0.00396732921243371,0.0413870722351284,0.00114981541934882,0.0413870722351284,0,0.104160698921024
0.00396732921243371,0.0413870722351284,0.00114981541934882,0.0257672931361725,0,0.104160698921024
0.00114981541934882,0.0257672931361725,0.00114981541934882,0,0.0165816274435977,0
0.00114981541934882,0.0257672931361725,0.00114981541934882,0,0.0165816274435977,0
0.00114981541934882,0.0257672931361725,0.00114981541934882,0,0.0165816274435977,0
0.00114981541934882,0.0257672931361725,0.00022098982438696,0,0.0165816274435977,0.0257672931361725
0.00114981541934882,0.00977801358849105,0.00022098982438696,0,0.0165816274435977,0.0257672931361725
0.00114981541934882,0.00396732921243371,0.00022098982438696,0,0.0165816274435977,0.0257672931361725
0.00114981541934882,0.0413870722351284,0,0.0165816274435977,0.104160698921024,0.0413870722351284
0.00396732921243371,0.0165816274435977,0,0.0165816274435977,0.104160698921024,0
0.00114981541934882,0.0413870722351284,0,0.0165816274435977,0.104160698921024,0.0413870722351284
0.00022098982438696,0,0.00114981541934882,0.0413870722351284,0,0.0257672931361725
0.00022098982438696,0,0.00114981541934882,0.0257672931361725,0,0.0257672931361725
0.00022098982438696,0,0.00114981541934882,0.00977801358849105,0,0.0257672931361725
0.00022098982438696,0,0,0.104160698921024,0,0
0.00022098982438696,0,0,0.104160698921024,0,0
0.00022098982438696,0,0,0.104160698921024,0,0
0.00114981541934882,0,0,0.00396732921243371,0.00977801358849105,0
0.00114981541934882,0,0,0.00396732921243371,0.00977801358849105,0
0.00114981541934882,0,0,0.00396732921243371,0.00977801358849105,0
