Location: Fake forest
From parameter file: C:\Users\ben\Desktop\inputs\input_GMF_0-0-0-0-1-1-1-1-0.xml
Basal area is normalized to m^2/ha; density to #/ha.
Subplots:
0 = Whole plot
Step	Subplot	Sdl Abs Den: ACRU	Sdl Abs Den: ACSA	Sdl Abs Den: BEAL	Sdl Abs Den: FAGR	Sdl Abs Den: TSCA	Sdl Abs Den: FRAM	Sdl Abs Den: PIST	Sdl Abs Den: PRSE	Sdl Abs Den: QURU	Sdl Den Total:	Sapl Abs BA: ACRU	Sapl Abs BA: ACSA	Sapl Abs BA: BEAL	Sapl Abs BA: FAGR	Sapl Abs BA: TSCA	Sapl Abs BA: FRAM	Sapl Abs BA: PIST	Sapl Abs BA: PRSE	Sapl Abs BA: QURU	Sapl BA Total:	Sapl Rel BA: ACRU	Sapl Rel BA: ACSA	Sapl Rel BA: BEAL	Sapl Rel BA: FAGR	Sapl Rel BA: TSCA	Sapl Rel BA: FRAM	Sapl Rel BA: PIST	Sapl Rel BA: PRSE	Sapl Rel BA: QURU	Sapl Abs Den: ACRU	Sapl Abs Den: ACSA	Sapl Abs Den: BEAL	Sapl Abs Den: FAGR	Sapl Abs Den: TSCA	Sapl Abs Den: FRAM	Sapl Abs Den: PIST	Sapl Abs Den: PRSE	Sapl Abs Den: QURU	Sapl Den Total:	Sapl Rel Den: ACRU	Sapl Rel Den: ACSA	Sapl Rel Den: BEAL	Sapl Rel Den: FAGR	Sapl Rel Den: TSCA	Sapl Rel Den: FRAM	Sapl Rel Den: PIST	Sapl Rel Den: PRSE	Sapl Rel Den: QURU	Adult Abs BA: ACRU	Adult Abs BA: ACSA	Adult Abs BA: BEAL	Adult Abs BA: FAGR	Adult Abs BA: TSCA	Adult Abs BA: FRAM	Adult Abs BA: PIST	Adult Abs BA: PRSE	Adult Abs BA: QURU	Adult BA Total:	Adult Rel BA: ACRU	Adult Rel BA: ACSA	Adult Rel BA: BEAL	Adult Rel BA: FAGR	Adult Rel BA: TSCA	Adult Rel BA: FRAM	Adult Rel BA: PIST	Adult Rel BA: PRSE	Adult Rel BA: QURU	Adult Abs Den: ACRU	Adult Abs Den: ACSA	Adult Abs Den: BEAL	Adult Abs Den: FAGR	Adult Abs Den: TSCA	Adult Abs Den: FRAM	Adult Abs Den: PIST	Adult Abs Den: PRSE	Adult Abs Den: QURU	Adult Den Total:	Adult Rel Den: ACRU	Adult Rel Den: ACSA	Adult Rel Den: BEAL	Adult Rel Den: FAGR	Adult Rel Den: TSCA	Adult Rel Den: FRAM	Adult Rel Den: PIST	Adult Rel Den: PRSE	Adult Rel Den: QURU	Snag Abs BA: ACRU	Snag Abs BA: ACSA	Snag Abs BA: BEAL	Snag Abs BA: FAGR	Snag Abs BA: TSCA	Snag Abs BA: FRAM	Snag Abs BA: PIST	Snag Abs BA: PRSE	Snag Abs BA: QURU	Snag BA Total:	Snag Rel BA: ACRU	Snag Rel BA: ACSA	Snag Rel BA: BEAL	Snag Rel BA: FAGR	Snag Rel BA: TSCA	Snag Rel BA: FRAM	Snag Rel BA: PIST	Snag Rel BA: PRSE	Snag Rel BA: QURU	Snag Abs Den: ACRU	Snag Abs Den: ACSA	Snag Abs Den: BEAL	Snag Abs Den: FAGR	Snag Abs Den: TSCA	Snag Abs Den: FRAM	Snag Abs Den: PIST	Snag Abs Den: PRSE	Snag Abs Den: QURU	Snag Den Total:	Snag Rel Den: ACRU	Snag Rel Den: ACSA	Snag Rel Den: BEAL	Snag Rel Den: FAGR	Snag Rel Den: TSCA	Snag Rel Den: FRAM	Snag Rel Den: PIST	Snag Rel Den: PRSE	Snag Rel Den: QURU
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000852385	0.000762993	0.00082954	0.000900274	0	0.00334519	0	0	0	0	0.254809	0.228086	0.24798	0.269125	0	0	0	0	0	25	25	25	25	0	100	0	0	0	0	0.25	0.25	0.25	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00589581	0.00435262	0.00472671	0.00718069	0	0.0221558	0	0	0	0	0.266106	0.196455	0.213339	0.324099	0	0	0	0	0	24	23	23	23	0	93	0	0	0	0	0.258065	0.247312	0.247312	0.247312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0410968	0.0259307	0.0305485	0.0546214	0	0.152197	0	0	0	0	0.270023	0.170376	0.200716	0.358885	0	0	0	0	0	23	22	23	21	0	89	0	0	0	0	0.258427	0.247191	0.258427	0.235955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	0	0	0	0	0	2	0	1	3	0	6	0	0	0	0	0.0371217	0.0656865	0.0271657	0.016468	0	0.146442	0	0	0	0	0.253491	0.44855	0.185505	0.112454	0	0	0	0	0	8	15	8	4	0	35	0	0	0	0	0.228571	0.428571	0.228571	0.114286	0	0	0	0	0	0.260804	0.10472	0.164589	0.443707	0	0.97382	0	0	0	0	0.267815	0.107535	0.169013	0.455636	0	0	0	0	0	15	7	14	16	0	52	0	0	0	0	0.288462	0.134615	0.269231	0.307692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	0	0	0	0	0	6	7	7	8	0	28	0	0	0	0	0	0.0194109	0	0	0	0.0194109	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	1.00762	0.749355	0.793108	1.06125	0	3.61133	0	0	0	0	0.279017	0.207501	0.219616	0.293865	0	0	0	0	0	22	19	21	20	0	82	0	0	0	0	0.268293	0.231707	0.256098	0.243902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	0	0	0	0	0	19	15	17	12	0	63	0	0	0	0	0	0	0	0.000244417	0	0.000244417	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	1.52829	1.29554	1.39119	1.37004	0	5.58506	0	0	0	0	0.273639	0.231965	0.249091	0.245305	0	0	0	0	0	21	21	21	17	0	80	0	0	0	0	0.2625	0.2625	0.2625	0.2125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	0	0	0	0	0	32	26	19	14	0	91	0	0	0	0	0.000531689	0	0.000444405	0.00249132	0	0.00346742	0	0	0	0	0.153339	0	0.128166	0.718495	0	0	0	0	0	1	0	1	6	0	8	0	0	0	0	0.125	0	0.125	0.75	0	0	0	0	0	2.06383	1.76967	1.93153	1.57683	0	7.34186	0	0	0	0	0.281105	0.241038	0.263085	0.214772	0	0	0	0	0	21	20	21	15	0	77	0	0	0	0	0.272727	0.25974	0.272727	0.194805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	0	0	0	0	0	37	27	31	22	0	117	0	0	0	0	0.00456807	0.00116466	0.00375467	0.00284866	0	0.0123361	0	0	0	0	0.370302	0.094411	0.304365	0.230922	0	0	0	0	0	5	3	4	6	0	18	0	0	0	0	0.277778	0.166667	0.222222	0.333333	0	0	0	0	0	2.33483	2.20624	2.45851	1.9665	0	8.96608	0	0	0	0	0.260407	0.246065	0.274202	0.219326	0	0	0	0	0	19	19	21	17	0	76	0	0	0	0	0.25	0.25	0.276316	0.223684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	0	0	0	0	0	40	28	36	23	0	127	0	0	0	0	0.01675	0.006901	0.00614735	0.00394746	0	0.0337458	0	0	0	0	0.496358	0.2045	0.182166	0.116976	0	0	0	0	0	15	9	9	11	0	44	0	0	0	0	0.340909	0.204545	0.204545	0.25	0	0	0	0	0	2.68808	2.67684	2.59401	2.43544	0	10.3944	0	0	0	0	0.258609	0.257528	0.249559	0.234304	0	0	0	0	0	19	19	19	19	0	76	0	0	0	0	0.25	0.25	0.25	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9	0	0	0	0	0	45	35	45	21	0	146	0	0	0	0	0.0343524	0.0170258	0.0105014	0.0255134	0	0.087393	0	0	0	0	0.393079	0.194819	0.120163	0.291938	0	0	0	0	0	19	13	12	18	0	62	0	0	0	0	0.306452	0.209677	0.193548	0.290323	0	0	0	0	0	3.03863	3.16791	2.94234	2.75455	0	11.9034	0	0	0	0	0.255273	0.266134	0.247184	0.231408	0	0	0	0	0	22	21	20	18	0	81	0	0	0	0	0.271605	0.259259	0.246914	0.222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
