Location: Fake forest
From parameter file: C:\Users\ben\Desktop\inputs\input_GMF_0-0-0-1-1-1-1-1-1.xml
Basal area is normalized to m^2/ha; density to #/ha.
Subplots:
0 = Whole plot
Step	Subplot	Sdl Abs Den: ACRU	Sdl Abs Den: ACSA	Sdl Abs Den: BEAL	Sdl Abs Den: FAGR	Sdl Abs Den: TSCA	Sdl Abs Den: FRAM	Sdl Abs Den: PIST	Sdl Abs Den: PRSE	Sdl Abs Den: QURU	Sdl Den Total:	Sapl Abs BA: ACRU	Sapl Abs BA: ACSA	Sapl Abs BA: BEAL	Sapl Abs BA: FAGR	Sapl Abs BA: TSCA	Sapl Abs BA: FRAM	Sapl Abs BA: PIST	Sapl Abs BA: PRSE	Sapl Abs BA: QURU	Sapl BA Total:	Sapl Rel BA: ACRU	Sapl Rel BA: ACSA	Sapl Rel BA: BEAL	Sapl Rel BA: FAGR	Sapl Rel BA: TSCA	Sapl Rel BA: FRAM	Sapl Rel BA: PIST	Sapl Rel BA: PRSE	Sapl Rel BA: QURU	Sapl Abs Den: ACRU	Sapl Abs Den: ACSA	Sapl Abs Den: BEAL	Sapl Abs Den: FAGR	Sapl Abs Den: TSCA	Sapl Abs Den: FRAM	Sapl Abs Den: PIST	Sapl Abs Den: PRSE	Sapl Abs Den: QURU	Sapl Den Total:	Sapl Rel Den: ACRU	Sapl Rel Den: ACSA	Sapl Rel Den: BEAL	Sapl Rel Den: FAGR	Sapl Rel Den: TSCA	Sapl Rel Den: FRAM	Sapl Rel Den: PIST	Sapl Rel Den: PRSE	Sapl Rel Den: QURU	Adult Abs BA: ACRU	Adult Abs BA: ACSA	Adult Abs BA: BEAL	Adult Abs BA: FAGR	Adult Abs BA: TSCA	Adult Abs BA: FRAM	Adult Abs BA: PIST	Adult Abs BA: PRSE	Adult Abs BA: QURU	Adult BA Total:	Adult Rel BA: ACRU	Adult Rel BA: ACSA	Adult Rel BA: BEAL	Adult Rel BA: FAGR	Adult Rel BA: TSCA	Adult Rel BA: FRAM	Adult Rel BA: PIST	Adult Rel BA: PRSE	Adult Rel BA: QURU	Adult Abs Den: ACRU	Adult Abs Den: ACSA	Adult Abs Den: BEAL	Adult Abs Den: FAGR	Adult Abs Den: TSCA	Adult Abs Den: FRAM	Adult Abs Den: PIST	Adult Abs Den: PRSE	Adult Abs Den: QURU	Adult Den Total:	Adult Rel Den: ACRU	Adult Rel Den: ACSA	Adult Rel Den: BEAL	Adult Rel Den: FAGR	Adult Rel Den: TSCA	Adult Rel Den: FRAM	Adult Rel Den: PIST	Adult Rel Den: PRSE	Adult Rel Den: QURU	Snag Abs BA: ACRU	Snag Abs BA: ACSA	Snag Abs BA: BEAL	Snag Abs BA: FAGR	Snag Abs BA: TSCA	Snag Abs BA: FRAM	Snag Abs BA: PIST	Snag Abs BA: PRSE	Snag Abs BA: QURU	Snag BA Total:	Snag Rel BA: ACRU	Snag Rel BA: ACSA	Snag Rel BA: BEAL	Snag Rel BA: FAGR	Snag Rel BA: TSCA	Snag Rel BA: FRAM	Snag Rel BA: PIST	Snag Rel BA: PRSE	Snag Rel BA: QURU	Snag Abs Den: ACRU	Snag Abs Den: ACSA	Snag Abs Den: BEAL	Snag Abs Den: FAGR	Snag Abs Den: TSCA	Snag Abs Den: FRAM	Snag Abs Den: PIST	Snag Abs Den: PRSE	Snag Abs Den: QURU	Snag Den Total:	Snag Rel Den: ACRU	Snag Rel Den: ACSA	Snag Rel Den: BEAL	Snag Rel Den: FAGR	Snag Rel Den: TSCA	Snag Rel Den: FRAM	Snag Rel Den: PIST	Snag Rel Den: PRSE	Snag Rel Den: QURU
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000800306	0.000875233	0.000856292	0.000835191	0.000458437	0.000868565	0.00469402	0	0	0	0.170495	0.186457	0.182422	0.177926	0.097664	0.185036	0	0	0	25	25	25	25	25	25	150	0	0	0	0.166667	0.166667	0.166667	0.166667	0.166667	0.166667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00300151	0.00559329	0.00547631	0.0051041	0.00359549	0.00730321	0.0300739	0	0	0	0.0998045	0.185985	0.182095	0.169718	0.119555	0.242842	0	0	0	23	22	24	23	22	25	139	0	0	0	0.165468	0.158273	0.172662	0.165468	0.158273	0.179856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0109161	0.0405323	0.0313791	0.0296548	0.0239547	0.0549713	0.191408	0	0	0	0.0570304	0.211758	0.163938	0.15493	0.12515	0.287194	0	0	0	22	22	21	21	19	23	128	0	0	0	0.171875	0.171875	0.164062	0.164062	0.148438	0.179688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	0	0	0	0	0	1	1	1	0	2	5	0	0	0	0.0398045	0.0213322	0.0614435	0.0397459	0.0532189	0.0253407	0.240886	0	0	0	0.165242	0.0885574	0.255073	0.164999	0.22093	0.105198	0	0	0	20	4	12	11	11	7	65	0	0	0	0.307692	0.0615385	0.184615	0.169231	0.169231	0.107692	0	0	0	0	0.221503	0.137141	0.125996	0.141917	0.416517	1.04307	0	0	0	0	0.212356	0.131478	0.120793	0.136057	0.399317	0	0	0	0	15	8	8	7	15	53	0	0	0	0	0.283019	0.150943	0.150943	0.132075	0.283019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	0	0	0	0	0	7	8	5	7	8	35	0	0	0	0.0278227	0	0	0.00613063	0	0.000380532	0.0343338	0	0	0	0.810357	0	0	0.178559	0	0.0110833	0	0	0	8	0	0	1	0	1	10	0	0	0	0.8	0	0	0.1	0	0.1	0	0	0	0.106363	0.89185	0.754601	0.537183	0.824552	1.07209	4.18664	0	0	0	0.0254053	0.213023	0.18024	0.128309	0.196948	0.256075	0	0	0	8	19	19	16	18	21	101	0	0	0	0.0792079	0.188119	0.188119	0.158416	0.178218	0.207921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	0	0	0	0	0	19	9	12	12	17	69	0	0	0	0.0112453	0	0	0	0	0.000805415	0.0120507	0	0	0	0.933165	0	0	0	0	0.0668354	0	0	0	2	0	0	0	0	2	4	0	0	0	0.5	0	0	0	0	0.5	0	0	0	0.418668	1.39709	1.21138	0.974555	1.31273	1.49509	6.80951	0	0	0	0.0614829	0.205167	0.177895	0.143117	0.192778	0.21956	0	0	0	14	19	18	16	18	19	104	0	0	0	0.134615	0.182692	0.173077	0.153846	0.173077	0.182692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	0	0	0	0	2	26	19	18	17	21	103	0	0	0	0	0.000605492	0	0.000365464	0.000477264	0.00227033	0.00371855	0	0	0	0	0.16283	0	0.0982814	0.128347	0.610542	0	0	0	0	1	0	1	4	5	11	0	0	0	0	0.0909091	0	0.0909091	0.363636	0.454545	0	0	0	0.779184	1.88087	1.67356	1.31545	1.66892	1.74784	9.06581	0	0	0	0.0859474	0.207468	0.184601	0.1451	0.184089	0.192794	0	0	0	14	19	18	15	17	17	100	0	0	0	0.14	0.19	0.18	0.15	0.17	0.17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	0	0	0	0	4	33	21	22	25	27	132	0	0	0	0	0.00591313	0.000210873	0.00294327	0.00453362	0.0101044	0.0237053	0	0	0	0	0.249443	0.00889562	0.124161	0.191249	0.426251	0	0	0	0	6	1	4	10	10	31	0	0	0	0	0.193548	0.0322581	0.129032	0.322581	0.322581	0	0	0	0.829224	2.22468	2.02059	1.43396	1.96742	2.17171	10.6476	0	0	0	0.0778791	0.208937	0.18977	0.134675	0.184776	0.203962	0	0	0	10	18	17	13	16	17	91	0	0	0	0.10989	0.197802	0.186813	0.142857	0.175824	0.186813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	0	0	0	0	5	42	25	25	18	31	146	0	0	0	0	0.012293	0.00102484	0.00517189	0.0144464	0.0256538	0.05859	0	0	0	0	0.209814	0.0174918	0.0882727	0.246568	0.437853	0	0	0	0	13	3	7	16	16	55	0	0	0	0	0.236364	0.0545455	0.127273	0.290909	0.290909	0	0	0	1.08258	2.69777	2.2892	1.60659	1.96928	2.62507	12.2705	0	0	0	0.0882262	0.219858	0.186561	0.130931	0.160489	0.213934	0	0	0	10	19	16	13	15	18	91	0	0	0	0.10989	0.208791	0.175824	0.142857	0.164835	0.197802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9	0	0	0	0	6	46	29	30	22	33	166	0	0	0	0.000103239	0.0210811	0.00322941	0.0167995	0.0522302	0.0427657	0.136209	0	0	0	0.000757947	0.15477	0.0237092	0.123336	0.383456	0.313971	0	0	0	1	21	6	10	20	23	81	0	0	0	0.0123457	0.259259	0.0740741	0.123457	0.246914	0.283951	0	0	0	1.33141	3.03798	2.48536	1.92447	2.36911	3.03293	14.1813	0	0	0	0.0938849	0.214225	0.175257	0.135705	0.167059	0.213869	0	0	0	10	20	15	14	15	20	94	0	0	0	0.106383	0.212766	0.159574	0.148936	0.159574	0.212766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
