Location: Fake forest
From parameter file: C:\Users\ben\Desktop\inputs\input_GMF_1-0-0-1-0-0-1-0-1.xml
Basal area is normalized to m^2/ha; density to #/ha.
Subplots:
0 = Whole plot
Step	Subplot	Sdl Abs Den: ACRU	Sdl Abs Den: ACSA	Sdl Abs Den: BEAL	Sdl Abs Den: FAGR	Sdl Abs Den: TSCA	Sdl Abs Den: FRAM	Sdl Abs Den: PIST	Sdl Abs Den: PRSE	Sdl Abs Den: QURU	Sdl Den Total:	Sapl Abs BA: ACRU	Sapl Abs BA: ACSA	Sapl Abs BA: BEAL	Sapl Abs BA: FAGR	Sapl Abs BA: TSCA	Sapl Abs BA: FRAM	Sapl Abs BA: PIST	Sapl Abs BA: PRSE	Sapl Abs BA: QURU	Sapl BA Total:	Sapl Rel BA: ACRU	Sapl Rel BA: ACSA	Sapl Rel BA: BEAL	Sapl Rel BA: FAGR	Sapl Rel BA: TSCA	Sapl Rel BA: FRAM	Sapl Rel BA: PIST	Sapl Rel BA: PRSE	Sapl Rel BA: QURU	Sapl Abs Den: ACRU	Sapl Abs Den: ACSA	Sapl Abs Den: BEAL	Sapl Abs Den: FAGR	Sapl Abs Den: TSCA	Sapl Abs Den: FRAM	Sapl Abs Den: PIST	Sapl Abs Den: PRSE	Sapl Abs Den: QURU	Sapl Den Total:	Sapl Rel Den: ACRU	Sapl Rel Den: ACSA	Sapl Rel Den: BEAL	Sapl Rel Den: FAGR	Sapl Rel Den: TSCA	Sapl Rel Den: FRAM	Sapl Rel Den: PIST	Sapl Rel Den: PRSE	Sapl Rel Den: QURU	Adult Abs BA: ACRU	Adult Abs BA: ACSA	Adult Abs BA: BEAL	Adult Abs BA: FAGR	Adult Abs BA: TSCA	Adult Abs BA: FRAM	Adult Abs BA: PIST	Adult Abs BA: PRSE	Adult Abs BA: QURU	Adult BA Total:	Adult Rel BA: ACRU	Adult Rel BA: ACSA	Adult Rel BA: BEAL	Adult Rel BA: FAGR	Adult Rel BA: TSCA	Adult Rel BA: FRAM	Adult Rel BA: PIST	Adult Rel BA: PRSE	Adult Rel BA: QURU	Adult Abs Den: ACRU	Adult Abs Den: ACSA	Adult Abs Den: BEAL	Adult Abs Den: FAGR	Adult Abs Den: TSCA	Adult Abs Den: FRAM	Adult Abs Den: PIST	Adult Abs Den: PRSE	Adult Abs Den: QURU	Adult Den Total:	Adult Rel Den: ACRU	Adult Rel Den: ACSA	Adult Rel Den: BEAL	Adult Rel Den: FAGR	Adult Rel Den: TSCA	Adult Rel Den: FRAM	Adult Rel Den: PIST	Adult Rel Den: PRSE	Adult Rel Den: QURU	Snag Abs BA: ACRU	Snag Abs BA: ACSA	Snag Abs BA: BEAL	Snag Abs BA: FAGR	Snag Abs BA: TSCA	Snag Abs BA: FRAM	Snag Abs BA: PIST	Snag Abs BA: PRSE	Snag Abs BA: QURU	Snag BA Total:	Snag Rel BA: ACRU	Snag Rel BA: ACSA	Snag Rel BA: BEAL	Snag Rel BA: FAGR	Snag Rel BA: TSCA	Snag Rel BA: FRAM	Snag Rel BA: PIST	Snag Rel BA: PRSE	Snag Rel BA: QURU	Snag Abs Den: ACRU	Snag Abs Den: ACSA	Snag Abs Den: BEAL	Snag Abs Den: FAGR	Snag Abs Den: TSCA	Snag Abs Den: FRAM	Snag Abs Den: PIST	Snag Abs Den: PRSE	Snag Abs Den: QURU	Snag Den Total:	Snag Rel Den: ACRU	Snag Rel Den: ACSA	Snag Rel Den: BEAL	Snag Rel Den: FAGR	Snag Rel Den: TSCA	Snag Rel Den: FRAM	Snag Rel Den: PIST	Snag Rel Den: PRSE	Snag Rel Den: QURU
0	0	0	0	0	0	0	0	0	0	0	0	0.000780046	0	0	0.000667809	0	0	0.000633692	0	0.000759753	0.0028413	0.274538	0	0	0.235036	0	0	0.223029	0	0.267396	25	0	0	25	0	0	25	0	25	100	0.25	0	0	0.25	0	0	0.25	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	0	0	0	0	0	0	0	0	0	0	0	0.00324533	0	0	0.00235442	0	0	0.00400527	0	0.00619062	0.0157956	0.205457	0	0	0.149055	0	0	0.253568	0	0.39192	23	0	0	23	0	0	24	0	23	93	0.247312	0	0	0.247312	0	0	0.258065	0	0.247312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	0	0	0	0	0	0	0	0	0	0	0	0.0139835	0	0	0.00869831	0	0	0.0258803	0	0.0503415	0.0989036	0.141385	0	0	0.0879473	0	0	0.261672	0	0.508996	23	0	0	20	0	0	24	0	22	89	0.258427	0	0	0.224719	0	0	0.269663	0	0.247191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	0	0	0	0	0	0	0	0	0	1	1	0.0567679	0	0	0.0348687	0	0	0.0646189	0	0.0113097	0.167565	0.338781	0	0	0.20809	0	0	0.385634	0	0.0674943	22	0	0	20	0	0	14	0	4	60	0.366667	0	0	0.333333	0	0	0.233333	0	0.0666667	0	0	0	0	0	0	0.0837358	0	0.363459	0.447195	0	0	0	0	0	0	0.187247	0	0.812753	0	0	0	0	0	0	7	0	16	23	0	0	0	0	0	0	0.304348	0	0.695652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	0	3	0	0	0	0	0	3	0	7	13	0.023204	0	0	0.0442903	0	0	0	0	0	0.0674943	0.343792	0	0	0.656208	0	0	0	0	0	7	0	0	12	0	0	0	0	0	19	0.368421	0	0	0.631579	0	0	0	0	0	0.179644	0	0	0.0952439	0	0	0.67145	0	0.958809	1.90515	0.0942943	0	0	0.049993	0	0	0.35244	0	0.503273	12	0	0	8	0	0	18	0	20	58	0.206897	0	0	0.137931	0	0	0.310345	0	0.344828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	0	4	0	0	1	0	0	12	0	18	35	0.00673107	0	0	0.014684	0	0	0	0	0.000122789	0.0215379	0.312523	0	0	0.681776	0	0	0	0	0.00570105	1	0	0	3	0	0	0	0	1	5	0.2	0	0	0.6	0	0	0	0	0.2	0.649561	0	0	0.455232	0	0	1.09944	0	1.44403	3.64826	0.178047	0	0	0.124781	0	0	0.301361	0	0.395812	17	0	0	16	0	0	17	0	19	69	0.246377	0	0	0.231884	0	0	0.246377	0	0.275362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	0	11	0	0	1	0	0	19	0	20	51	0	0	0	0	0	0	0	0	0.00161619	0.00161619	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	7	7	0	0	0	0	0	0	0	0	1	1.15353	0	0	0.973268	0	0	1.43664	0	1.81304	5.37649	0.214552	0	0	0.181023	0	0	0.267208	0	0.337217	18	0	0	19	0	0	16	0	18	71	0.253521	0	0	0.267606	0	0	0.225352	0	0.253521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	0	14	0	0	2	0	0	21	0	29	66	0.000112975	0	0	0	0	0	0.000717266	0	0.0120361	0.0128663	0.00878063	0	0	0	0	0	0.0557475	0	0.935472	1	0	0	0	0	0	2	0	13	16	0.0625	0	0	0	0	0	0.125	0	0.8125	1.61989	0	0	1.42424	0	0	1.83866	0	2.13807	7.02086	0.230725	0	0	0.202858	0	0	0.261885	0	0.304531	18	0	0	18	0	0	16	0	17	69	0.26087	0	0	0.26087	0	0	0.231884	0	0.246377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	0	25	0	0	5	0	0	20	0	40	90	0.000540799	0	0	0	0	0	0.00608706	0	0.0326956	0.0393235	0.0137526	0	0	0	0	0	0.154794	0	0.831453	2	0	0	0	0	0	9	0	16	27	0.0740741	0	0	0	0	0	0.333333	0	0.592593	2.07263	0	0	1.88152	0	0	1.94295	0	2.6072	8.5043	0.243715	0	0	0.221244	0	0	0.228467	0	0.306574	18	0	0	18	0	0	14	0	18	68	0.264706	0	0	0.264706	0	0	0.205882	0	0.264706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9	0	29	0	0	10	0	0	27	0	50	116	0.00152711	0	0	0	0	0	0.0176395	0	0.0300597	0.0492263	0.0310223	0	0	0	0	0	0.358334	0	0.610644	3	0	0	0	0	0	12	0	19	34	0.0882353	0	0	0	0	0	0.352941	0	0.558824	2.51881	0	0	2.33014	0	0	2.3011	0	3.2121	10.3621	0.243078	0	0	0.22487	0	0	0.222068	0	0.309984	18	0	0	18	0	0	15	0	23	74	0.243243	0	0	0.243243	0	0	0.202703	0	0.310811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
