Location: Fake forest
From parameter file: C:\Users\ben\Desktop\inputs\input_GMF_0-1-0-1-0-0-0-1-0.xml
Basal area is normalized to m^2/ha; density to #/ha.
Subplots:
0 = Whole plot
Step	Subplot	Sdl Abs Den: ACRU	Sdl Abs Den: ACSA	Sdl Abs Den: BEAL	Sdl Abs Den: FAGR	Sdl Abs Den: TSCA	Sdl Abs Den: FRAM	Sdl Abs Den: PIST	Sdl Abs Den: PRSE	Sdl Abs Den: QURU	Sdl Den Total:	Sapl Abs BA: ACRU	Sapl Abs BA: ACSA	Sapl Abs BA: BEAL	Sapl Abs BA: FAGR	Sapl Abs BA: TSCA	Sapl Abs BA: FRAM	Sapl Abs BA: PIST	Sapl Abs BA: PRSE	Sapl Abs BA: QURU	Sapl BA Total:	Sapl Rel BA: ACRU	Sapl Rel BA: ACSA	Sapl Rel BA: BEAL	Sapl Rel BA: FAGR	Sapl Rel BA: TSCA	Sapl Rel BA: FRAM	Sapl Rel BA: PIST	Sapl Rel BA: PRSE	Sapl Rel BA: QURU	Sapl Abs Den: ACRU	Sapl Abs Den: ACSA	Sapl Abs Den: BEAL	Sapl Abs Den: FAGR	Sapl Abs Den: TSCA	Sapl Abs Den: FRAM	Sapl Abs Den: PIST	Sapl Abs Den: PRSE	Sapl Abs Den: QURU	Sapl Den Total:	Sapl Rel Den: ACRU	Sapl Rel Den: ACSA	Sapl Rel Den: BEAL	Sapl Rel Den: FAGR	Sapl Rel Den: TSCA	Sapl Rel Den: FRAM	Sapl Rel Den: PIST	Sapl Rel Den: PRSE	Sapl Rel Den: QURU	Adult Abs BA: ACRU	Adult Abs BA: ACSA	Adult Abs BA: BEAL	Adult Abs BA: FAGR	Adult Abs BA: TSCA	Adult Abs BA: FRAM	Adult Abs BA: PIST	Adult Abs BA: PRSE	Adult Abs BA: QURU	Adult BA Total:	Adult Rel BA: ACRU	Adult Rel BA: ACSA	Adult Rel BA: BEAL	Adult Rel BA: FAGR	Adult Rel BA: TSCA	Adult Rel BA: FRAM	Adult Rel BA: PIST	Adult Rel BA: PRSE	Adult Rel BA: QURU	Adult Abs Den: ACRU	Adult Abs Den: ACSA	Adult Abs Den: BEAL	Adult Abs Den: FAGR	Adult Abs Den: TSCA	Adult Abs Den: FRAM	Adult Abs Den: PIST	Adult Abs Den: PRSE	Adult Abs Den: QURU	Adult Den Total:	Adult Rel Den: ACRU	Adult Rel Den: ACSA	Adult Rel Den: BEAL	Adult Rel Den: FAGR	Adult Rel Den: TSCA	Adult Rel Den: FRAM	Adult Rel Den: PIST	Adult Rel Den: PRSE	Adult Rel Den: QURU	Snag Abs BA: ACRU	Snag Abs BA: ACSA	Snag Abs BA: BEAL	Snag Abs BA: FAGR	Snag Abs BA: TSCA	Snag Abs BA: FRAM	Snag Abs BA: PIST	Snag Abs BA: PRSE	Snag Abs BA: QURU	Snag BA Total:	Snag Rel BA: ACRU	Snag Rel BA: ACSA	Snag Rel BA: BEAL	Snag Rel BA: FAGR	Snag Rel BA: TSCA	Snag Rel BA: FRAM	Snag Rel BA: PIST	Snag Rel BA: PRSE	Snag Rel BA: QURU	Snag Abs Den: ACRU	Snag Abs Den: ACSA	Snag Abs Den: BEAL	Snag Abs Den: FAGR	Snag Abs Den: TSCA	Snag Abs Den: FRAM	Snag Abs Den: PIST	Snag Abs Den: PRSE	Snag Abs Den: QURU	Snag Den Total:	Snag Rel Den: ACRU	Snag Rel Den: ACSA	Snag Rel Den: BEAL	Snag Rel Den: FAGR	Snag Rel Den: TSCA	Snag Rel Den: FRAM	Snag Rel Den: PIST	Snag Rel Den: PRSE	Snag Rel Den: QURU
0	0	0	0	0	0	0	0	0	0	0	0	0	0.000731827	0	0.000878299	0	0	0	0.000538093	0	0.00214822	0	0.340667	0	0.40885	0	0	0	0.250483	0	0	25	0	25	0	0	0	25	0	75	0	0.333333	0	0.333333	0	0	0	0.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	0	0	0	0	0	0	0	0	0	0	0	0	0.00203166	0	0.00305913	0	0	0	0.00407179	0	0.00916259	0	0.221735	0	0.333872	0	0	0	0.444393	0	0	20	0	21	0	0	0	21	0	62	0	0.322581	0	0.33871	0	0	0	0.33871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	0	0	0	0	0	0	0	0	0	0	0	0	0.00631114	0	0.0122666	0	0	0	0.0290285	0	0.0476063	0	0.13257	0	0.257668	0	0	0	0.609762	0	0	16	0	21	0	0	0	19	0	56	0	0.285714	0	0.375	0	0	0	0.339286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	0	0	0	0	0	0	0	0	1	0	1	0	0.020317	0	0.0417249	0	0	0	0.0362399	0	0.0982818	0	0.206722	0	0.424543	0	0	0	0.368734	0	0	16	0	19	0	0	0	8	0	43	0	0.372093	0	0.44186	0	0	0	0.186047	0	0	0	0	0	0	0	0	0.190328	0	0.190328	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	9	0	9	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	0	0	0	0	0	0	0	0	3	0	3	0	0.0449317	0	0.0385527	0	0	0	0	0	0.0834844	0	0.538205	0	0.461795	0	0	0	0	0	0	13	0	9	0	0	0	0	0	22	0	0.590909	0	0.409091	0	0	0	0	0	0	0.0161766	0	0.128676	0	0	0	0.738052	0	0.882905	0	0.018322	0	0.145742	0	0	0	0.835936	0	0	2	0	10	0	0	0	16	0	28	0	0.0714286	0	0.357143	0	0	0	0.571429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	0	0	1	0	2	0	0	0	10	0	13	0	0.0127519	0	0	0	0	0	0.000124233	0	0.0128762	0	0.990352	0	0	0	0	0	0.00964829	0	0	3	0	0	0	0	0	1	0	4	0	0.75	0	0	0	0	0	0.25	0	0	0.150763	0	0.593272	0	0	0	1.17022	0	1.91426	0	0.0787577	0	0.309922	0	0	0	0.61132	0	0	10	0	19	0	0	0	16	0	45	0	0.222222	0	0.422222	0	0	0	0.355556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	0	0	2	0	4	0	0	0	13	0	19	0	0	0	0	0	0	0	0.00123156	0	0.00123156	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	1	0	0	0.39266	0	1.14012	0	0	0	1.5028	0	3.03558	0	0.129353	0	0.375585	0	0	0	0.495062	0	0	12	0	19	0	0	0	15	0	46	0	0.26087	0	0.413043	0	0	0	0.326087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	0	0	5	0	10	0	0	0	18	0	33	0	0	0	0	0	0	0	0.00973267	0	0.00973267	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	7	0	7	0	0	0	0	0	0	0	1	0	0	0.712421	0	1.63388	0	0	0	1.87726	0	4.22356	0	0.168678	0	0.386849	0	0	0	0.444473	0	0	12	0	19	0	0	0	15	0	46	0	0.26087	0	0.413043	0	0	0	0.326087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	0	0	5	0	11	0	0	0	19	0	35	0	0	0	0.000224209	0	0	0	0.0113048	0	0.0115291	0	0	0	0.0194473	0	0	0	0.980553	0	0	0	0	2	0	0	0	10	0	12	0	0	0	0.166667	0	0	0	0.833333	0	0	1.02652	0	2.02428	0	0	0	2.30416	0	5.35496	0	0.191695	0	0.37802	0	0	0	0.430285	0	0	12	0	18	0	0	0	17	0	47	0	0.255319	0	0.382979	0	0	0	0.361702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9	0	0	10	0	18	0	0	0	25	0	53	0	0	0	0.00109296	0	0	0	0.0198045	0	0.0208975	0	0	0	0.052301	0	0	0	0.947699	0	0	0	0	4	0	0	0	15	0	19	0	0	0	0.210526	0	0	0	0.789474	0	0	1.22365	0	2.34621	0	0	0	2.7331	0	6.30296	0	0.194138	0	0.372239	0	0	0	0.433622	0	0	11	0	17	0	0	0	18	0	46	0	0.23913	0	0.369565	0	0	0	0.391304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
