Location: Fake forest
From parameter file: C:\Users\ben\Desktop\inputs\input_GMF_0-1-1-0-1-0-0-0-0.xml
Basal area is normalized to m^2/ha; density to #/ha.
Subplots:
0 = Whole plot
Step	Subplot	Sdl Abs Den: ACRU	Sdl Abs Den: ACSA	Sdl Abs Den: BEAL	Sdl Abs Den: FAGR	Sdl Abs Den: TSCA	Sdl Abs Den: FRAM	Sdl Abs Den: PIST	Sdl Abs Den: PRSE	Sdl Abs Den: QURU	Sdl Den Total:	Sapl Abs BA: ACRU	Sapl Abs BA: ACSA	Sapl Abs BA: BEAL	Sapl Abs BA: FAGR	Sapl Abs BA: TSCA	Sapl Abs BA: FRAM	Sapl Abs BA: PIST	Sapl Abs BA: PRSE	Sapl Abs BA: QURU	Sapl BA Total:	Sapl Rel BA: ACRU	Sapl Rel BA: ACSA	Sapl Rel BA: BEAL	Sapl Rel BA: FAGR	Sapl Rel BA: TSCA	Sapl Rel BA: FRAM	Sapl Rel BA: PIST	Sapl Rel BA: PRSE	Sapl Rel BA: QURU	Sapl Abs Den: ACRU	Sapl Abs Den: ACSA	Sapl Abs Den: BEAL	Sapl Abs Den: FAGR	Sapl Abs Den: TSCA	Sapl Abs Den: FRAM	Sapl Abs Den: PIST	Sapl Abs Den: PRSE	Sapl Abs Den: QURU	Sapl Den Total:	Sapl Rel Den: ACRU	Sapl Rel Den: ACSA	Sapl Rel Den: BEAL	Sapl Rel Den: FAGR	Sapl Rel Den: TSCA	Sapl Rel Den: FRAM	Sapl Rel Den: PIST	Sapl Rel Den: PRSE	Sapl Rel Den: QURU	Adult Abs BA: ACRU	Adult Abs BA: ACSA	Adult Abs BA: BEAL	Adult Abs BA: FAGR	Adult Abs BA: TSCA	Adult Abs BA: FRAM	Adult Abs BA: PIST	Adult Abs BA: PRSE	Adult Abs BA: QURU	Adult BA Total:	Adult Rel BA: ACRU	Adult Rel BA: ACSA	Adult Rel BA: BEAL	Adult Rel BA: FAGR	Adult Rel BA: TSCA	Adult Rel BA: FRAM	Adult Rel BA: PIST	Adult Rel BA: PRSE	Adult Rel BA: QURU	Adult Abs Den: ACRU	Adult Abs Den: ACSA	Adult Abs Den: BEAL	Adult Abs Den: FAGR	Adult Abs Den: TSCA	Adult Abs Den: FRAM	Adult Abs Den: PIST	Adult Abs Den: PRSE	Adult Abs Den: QURU	Adult Den Total:	Adult Rel Den: ACRU	Adult Rel Den: ACSA	Adult Rel Den: BEAL	Adult Rel Den: FAGR	Adult Rel Den: TSCA	Adult Rel Den: FRAM	Adult Rel Den: PIST	Adult Rel Den: PRSE	Adult Rel Den: QURU	Snag Abs BA: ACRU	Snag Abs BA: ACSA	Snag Abs BA: BEAL	Snag Abs BA: FAGR	Snag Abs BA: TSCA	Snag Abs BA: FRAM	Snag Abs BA: PIST	Snag Abs BA: PRSE	Snag Abs BA: QURU	Snag BA Total:	Snag Rel BA: ACRU	Snag Rel BA: ACSA	Snag Rel BA: BEAL	Snag Rel BA: FAGR	Snag Rel BA: TSCA	Snag Rel BA: FRAM	Snag Rel BA: PIST	Snag Rel BA: PRSE	Snag Rel BA: QURU	Snag Abs Den: ACRU	Snag Abs Den: ACSA	Snag Abs Den: BEAL	Snag Abs Den: FAGR	Snag Abs Den: TSCA	Snag Abs Den: FRAM	Snag Abs Den: PIST	Snag Abs Den: PRSE	Snag Abs Den: QURU	Snag Den Total:	Snag Rel Den: ACRU	Snag Rel Den: ACSA	Snag Rel Den: BEAL	Snag Rel Den: FAGR	Snag Rel Den: TSCA	Snag Rel Den: FRAM	Snag Rel Den: PIST	Snag Rel Den: PRSE	Snag Rel Den: QURU
0	0	0	0	0	0	0	0	0	0	0	0	0	0.000818654	0.000800628	0	0.000507363	0	0	0	0	0.00212664	0	0.384951	0.376475	0	0.238574	0	0	0	0	0	25	25	0	25	0	0	0	0	75	0	0.333333	0.333333	0	0.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	0	0	0	0	0	0	0	0	0	0	0	0	0.00240754	0.00321344	0	0.00364033	0	0	0	0	0.00926131	0	0.259957	0.346975	0	0.393068	0	0	0	0	0	22	21	0	24	0	0	0	0	67	0	0.328358	0.313433	0	0.358209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	0	0	0	0	0	0	0	0	0	0	0	0	0.00775057	0.0135382	0	0.0252278	0	0	0	0	0.0465166	0	0.16662	0.291039	0	0.542341	0	0	0	0	0	22	18	0	22	0	0	0	0	62	0	0.354839	0.290323	0	0.354839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	0	0	0	0	0	2	0	0	0	0	2	0	0.021817	0.0633938	0	0.0443839	0	0	0	0	0.129595	0	0.168348	0.48917	0	0.342482	0	0	0	0	0	20	18	0	12	0	0	0	0	50	0	0.4	0.36	0	0.24	0	0	0	0	0	0	0	0	0.13377	0	0	0	0	0.13377	0	0	0	0	1	0	0	0	0	0	0	0	0	9	0	0	0	0	9	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	0	0	0	2	0	5	0	0	0	0	7	0	0.0529003	0.0199447	0	0	0	0	0	0	0.0728449	0	0.726204	0.273796	0	0	0	0	0	0	0	17	6	0	0	0	0	0	0	23	0	0.73913	0.26087	0	0	0	0	0	0	0	0.0166232	0.256717	0	0.765529	0	0	0	0	1.03887	0	0.0160013	0.247112	0	0.736887	0	0	0	0	0	2	10	0	21	0	0	0	0	33	0	0.0606061	0.30303	0	0.636364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	0	0	2	3	0	10	0	0	0	0	15	0	0.0347976	0	0	9.05443e-005	0	0	0	0	0.0348882	0	0.997405	0	0	0.00259527	0	0	0	0	0	9	0	0	1	0	0	0	0	10	0	0.9	0	0	0.1	0	0	0	0	0	0.159645	0.584569	0	1.24065	0	0	0	0	1.98486	0	0.0804312	0.294514	0	0.625055	0	0	0	0	0	9	15	0	19	0	0	0	0	43	0	0.209302	0.348837	0	0.44186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	0	0	3	9	0	18	0	0	0	0	30	0	0.0119998	0	0	0.00135392	0	0	0	0	0.0133537	0	0.89861	0	0	0.10139	0	0	0	0	0	2	0	0	3	0	0	0	0	5	0	0.4	0	0	0.6	0	0	0	0	0	0.487591	0.971977	0	1.73015	0	0	0	0	3.18972	0	0.152864	0.304722	0	0.542414	0	0	0	0	0	14	14	0	19	0	0	0	0	47	0	0.297872	0.297872	0	0.404255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	0	0	5	11	0	32	0	0	0	0	48	0	0	0.000180022	0	0.0101553	0	0	0	0	0.0103353	0	0	0.0174182	0	0.982582	0	0	0	0	0	0	1	0	5	0	0	0	0	6	0	0	0.166667	0	0.833333	0	0	0	0	0	0.919243	1.33152	0	2.08305	0	0	0	0	4.33381	0	0.21211	0.307241	0	0.48065	0	0	0	0	0	16	14	0	18	0	0	0	0	48	0	0.333333	0.291667	0	0.375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	0	0	9	17	0	41	0	0	0	0	67	0	0	0.000839084	0	0.0115417	0	0	0	0	0.0123808	0	0	0.0677728	0	0.932227	0	0	0	0	0	0	1	0	9	0	0	0	0	10	0	0	0.1	0	0.9	0	0	0	0	0	1.34337	1.68239	0	2.42294	0	0	0	0	5.4487	0	0.246548	0.30877	0	0.444682	0	0	0	0	0	16	14	0	19	0	0	0	0	49	0	0.326531	0.285714	0	0.387755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9	0	0	10	19	0	50	0	0	0	0	79	0	0	0.00426855	0	0.0196021	0	0	0	0	0.0238707	0	0	0.17882	0	0.82118	0	0	0	0	0	0	3	0	16	0	0	0	0	19	0	0	0.157895	0	0.842105	0	0	0	0	0	1.50188	1.90446	0	2.96071	0	0	0	0	6.36704	0	0.235883	0.299112	0	0.465005	0	0	0	0	0	14	13	0	21	0	0	0	0	48	0	0.291667	0.270833	0	0.4375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
